f -o   442.2    1.3300              SOUECE3       1	
f -oh  305.4    1.4440              SOURCE3       1	
f -os  326.2    1.4230              SOURCE3       2	
f -p2  287.3    1.5360              SOURCE3       7	 0.2054
f -p3  254.5    1.5780              SOURCE2       8	 0.0103
f -p4  246.0    1.5900              SOUECE3       1	
f -p5  248.6    1.5862      SOURCE1_SOURCE5      18	 0.0161
f -s2  244.4    1.6430              SOURCE2       1	
f -s   233.3    1.6600              SOUECE3       1	
f -s4  282.4    1.5910              SOURCE2       4	 0.0065
f -s6  266.2    1.6120      SOURCE2_SOURCE5      15	 0.0133
f -sh  240.4    1.6490              SOURCE3       1	
f -ss  250.5    1.6340              SOURCE3       3	 0.0156
hn-n1  455.1    0.9860              SOURCE2       1	
hn-n2  385.6    1.0230      SOURCE3_SOURCE5     732	 0.0030
hn-n3  392.4    1.0190      SOURCE3_SOURCE5    5944	 0.0012
hn-n   403.2    1.0129      SOURCE3_SOURCE5    7593	 0.0034
hn-n4  373.2    1.0304      SOURCE3_SOURCE5     756	 0.0122
hn-na  408.4    1.0100      SOURCE3_SOURCE5    1755	 0.0019
hn-nh  404.6    1.0121      SOURCE3_SOURCE5    7230	 0.0022
hn-no  385.6    1.0230              SOURCE3       1	
ho-o   357.9    0.9810              SOURCE3       1	
ho-oh  371.4    0.9730      SOURCE3_SOURCE5   21237	 0.0034
hp-p2  385.1    1.3360              SOURCE3      87	 0.1706
hp-p3  300.2    1.4120      SOURCE3_SOURCE5     123	 0.0510
hp-p4  368.7    1.3490              SOURCE3      17	 0.1577
hp-p5  294.7    1.4178      SOURCE3_SOURCE5      31	 0.0077
hs-s   286.4    1.3530              SOURCE3       1	
hs-s4  266.4    1.3750              SOURCE3       5	 0.0004
hs-s6  280.8    1.3590              SOURCE3       5	 0.0015
hs-sh  291.9    1.3473      SOURCE3_SOURCE5     477	 0.0118
i -i   109.2    2.9170              SOURCE1       1	
i -n1  302.1    2.0600              SOUECE3       1	
i -n2  182.6    2.3040              SOURCE3       6	 0.1186
i -n   278.3    2.0980              SOURCE3       5	 0.0156
i -n3  231.8    2.1850              SOURCE3       3	 0.0437
i -n4  246.6    2.1550              SOURCE3       3	 0.0168
i -na  260.5    2.1290              SOURCE3       8	 0.1276
i -nh  249.2    2.1500              SOURCE3       1	
i -no  211.0    2.2310              SOURCE3       1	
i -o   323.8    1.9800              SOUECE3       1	
i -oh  247.9    2.1010              SOURCE3       2	
i -os  233.6    2.1290              SOURCE3       3	 0.0146
i -p2  108.2    2.6430              SOURCE3       6	 0.0297
i -p3  123.6    2.5660              SOURCE3       3	 0.0016
i -p4  183.0    2.3520              SOURCE3       4	 0.2600
i -p5  117.3    2.5960              SOURCE3       3	 0.0143
i -s   175.1    2.4300              SOUECE3       1	
i -s4   82.8    2.8700              SOUECE3       1	
i -s6   82.8    2.8700              SOURCE3       1	
i -sh  138.5    2.5600              SOUECE3       1	
i -ss  135.9    2.5710              SOURCE3       3	 0.0065
n1-n1 1171.6    1.1345      SOURCE1_SOURCE5      78	 0.0044
n1-n2  813.2    1.2304      SOURCE1_SOURCE5      36	 0.0029
n1-n3  535.7    1.3500              SOUECE3       1	
n1-n4  518.2    1.3600              SOUECE3       1	
n1-na  535.7    1.3500              SOUECE3       1	
n1-nc  857.4    1.2160              SOURCE1      38	
n1-nd  857.4    1.2160              SOURCE1      38	
n1-ne  751.9    1.2520              SOURCE2       1	
n1-nf  751.9    1.2520              SOURCE2       1	
n1-nh  553.9    1.3400              SOUECE3       1	
n1-no  454.8    1.4000              SOUECE3       1	
n1-o   617.5    1.2770              SOURCE3       5	 0.0438
n1-oh  569.8    1.3000              SOUECE3       1	
n1-os  550.5    1.3100              SOUECE3       1	
n1-p2  358.8    1.6780              SOURCE3       2	 0.0282
n1-p3  376.7    1.6600              SOUECE3       1	
n1-p4  356.9    1.6800              SOURCE3       0	
n1-p5  482.7    1.5710              SOURCE1     132	
n1-s2  604.3    1.4490              SOURCE2       2	 0.0010
n1-s   328.7    1.6590              SOURCE3       6	 0.0789
n1-s4  336.8    1.6500              SOUECE3       1	
n1-s6  670.3    1.4160              SOURCE2       2	
n1-sh  376.1    1.6100              SOUECE3       1	
n1-ss  376.1    1.6100              SOUECE3       1	
n2-n2  713.2    1.2668      SOURCE3_SOURCE5      40	 0.0268
n2-n3  574.8    1.3290              SOURCE2       1	
n2-n4  200.8    1.6790              SOURCE3       7	 0.3138
n2-na  505.3    1.3676      SOURCE4_SOURCE5      49	 0.0087
n2-nc  743.9    1.2550              SOURCE1      13	
n2-nd  743.9    1.2550              SOURCE1      13	
n2-ne  701.7    1.2714      SOURCE3_SOURCE5      57	 0.0194
n2-nf  701.7    1.2714      SOURCE3_SOURCE5      27	 0.0074
n2-nh  531.4    1.3524      SOURCE3_SOURCE5     210	 0.0159
n2-no  407.5    1.4346      SOURCE3_SOURCE5      15	 0.0628
n2-o   766.3    1.2172      SOURCE3_SOURCE5     112	 0.0102
n2-oh  420.0    1.3912      SOURCE1_SOURCE5     149	 0.0171
n2-os  406.3    1.4015      SOURCE3_SOURCE5     108	 0.0101
n2-p2  438.3    1.6050              SOURCE3      35	 0.0737
n2-p3  286.5    1.7640              SOURCE3       7	 0.0374
n2-p4  317.7    1.7240              SOUECE3       1	
n2-p5  445.8    1.5990              SOURCE1       7	
n2-pe  527.9    1.5400              SOURCE3      20	 0.1392
n2-pf  527.9    1.5400              SOURCE3      20	
n2-s2  454.0    1.5441      SOURCE2_SOURCE5      11	 0.0086
n2-s4  376.1    1.6100              SOUECE3       1	
n2-s   458.1    1.5410              SOURCE1      37	
n2-s6  441.3    1.5538      SOURCE4_SOURCE5      16	 0.0041
n2-sh  266.6    1.7380              SOURCE3       5	 0.0511
n2-ss  331.4    1.6560              SOURCE1      36	
n3-n3  398.8    1.4415      SOURCE1_SOURCE5      48	 0.0063
n3-n4  413.4    1.4300      SOURCE1_SOURCE5       9	 0.0040
n3-na  426.7    1.4200              SOURCE1      68	
n3-nh  432.7    1.4156      SOURCE1_SOURCE5      66	 0.0085
n3-no  458.0    1.3978      SOURCE3_SOURCE5      19	 0.0132
n3-o   564.0    1.3030              SOURCE3       4	 0.1217
n3-oh  389.3    1.4149      SOURCE1_SOURCE5      17	 0.0055
n3-os  359.0    1.4406      SOURCE1_SOURCE5      84	 0.0191
n3-p2  366.6    1.6700              SOUECE3       1	
n3-p3  312.8    1.7300              SOURCE1      40	
n3-p4  341.1    1.6970              SOURCE1      88	
n3-p5  367.0    1.6696      SOURCE1_SOURCE5     680	 0.0109
n3-py  343.9    1.6939      SOURCE4_SOURCE5      16	 0.0080
n3-s   232.3    1.7920              SOURCE3       3	 0.0178
n3-s4  255.6    1.7544      SOURCE3_SOURCE5      15	 0.0416
n3-s6  317.1    1.6723      SOURCE1_SOURCE5     243	 0.0144
n3-sh  265.9    1.7390              SOURCE3       3	 0.0154
n3-ss  276.8    1.7236      SOURCE3_SOURCE5      25	 0.0197
n3-sy  297.4    1.6962      SOURCE4_SOURCE5     511	 0.0083
n4-n4  349.9    1.4840              SOURCE3       4	 0.0089
n4-na  407.0    1.4350              SOURCE3       9	 0.0390
n4-nh  369.7    1.4660              SOURCE3       5	 0.0108
n4-no  354.2    1.4800              SOUECE3       1	
n4-o   463.6    1.3610              SOURCE3       3	 0.0041
n4-oh  408.2    1.4000              SOURCE3       3	 0.0115
n4-os  381.8    1.4210              SOURCE3       5	 0.0249
n4-p2  185.9    1.9420              SOURCE3      10	 0.0643
n4-p3  215.1    1.8800              SOURCE3       5	 0.0146
n4-p4  187.6    1.9380              SOURCE3       1	
n4-p5  242.9    1.8300              SOURCE3       5	 0.0087
n4-py  204.2    1.9020              SOURCE3       4	
n4-s   210.3    1.8320              SOURCE3       3	 0.0004
n4-s4  151.0    1.9720              SOURCE3       3	 0.0198
n4-s6  172.7    1.9140              SOURCE3       5	 0.0432
n4-sh  221.5    1.8110              SOURCE3       3	 0.0027
n4-ss  221.0    1.8120              SOURCE3       5	 0.0064
na-na  453.3    1.4010              SOURCE1      40	
na-nb  540.7    1.3472      SOURCE4_SOURCE5      26	 0.0093
na-nc  525.4    1.3558      SOURCE3_SOURCE5     899	 0.0083
na-nd  528.4    1.3541      SOURCE3_SOURCE5     362	 0.0113
na-nh  454.8    1.4000      SOURCE1_SOURCE5      20	 0.0066
na-no  407.5    1.4346      SOURCE3_SOURCE5      16	 0.0192
na-o   706.4    1.2394      SOURCE1_SOURCE5      93	 0.0208
na-oh  418.2    1.3925      SOURCE3_SOURCE5      18	 0.0144
na-os  355.2    1.4440              SOURCE3      45	 0.0423
na-p2  297.8    1.7490              SOURCE3      11	 0.0192
na-p3  288.0    1.7620              SOURCE3       8	 0.0113
na-p4  492.4    1.5640              SOURCE3       5	 0.2161
na-p5  325.3    1.7150              SOURCE3      11	 0.0238
na-pc  311.1    1.7320              SOURCE3      81	 0.0207
na-pd  311.1    1.7320              SOURCE3      81	
na-py  327.8    1.7120              SOURCE3       2	
na-s   248.7    1.7650              SOURCE3       8	 0.0095
na-s4  231.7    1.7930              SOURCE3      10	 0.0421
na-s6  277.4    1.7227      SOURCE3_SOURCE5      15	 0.0153
na-sh  278.6    1.7210              SOURCE3       9	 0.0113
na-ss  270.4    1.7325      SOURCE3_SOURCE5      50	 0.0325
na-sy  274.3    1.7270              SOURCE3       1	
nb-nb  566.2    1.3335      SOURCE1_SOURCE5      98	 0.0106
nb-pb  461.1    1.5870              SOURCE1     162	 0.0091
nc-nc  510.4    1.3646      SOURCE3_SOURCE5     271	 0.0065
nc-nd  637.5    1.2988      SOURCE3_SOURCE5     185	 0.0074
nc-os  406.5    1.4013      SOURCE1_SOURCE5     243	 0.0096
nc-ss  359.8    1.6260      SOURCE1_SOURCE5     114	 0.0148
nc-sy  439.8    1.5550              SOURCE3       2	
nd-nd  510.4    1.3646      SOURCE3_SOURCE5     271	 0.0065
nd-os  406.5    1.4013      SOURCE1_SOURCE5     243	 0.0096
nd-ss  359.8    1.6260      SOURCE1_SOURCE5     114	 0.0148
nd-sy  439.8    1.5550              SOURCE3       2	
ne-ne  423.7    1.4222      SOURCE3_SOURCE5      47	 0.0776
ne-nf  722.4    1.2632      SOURCE4_SOURCE5      78	 0.0037
ne-o   729.1    1.2307      SOURCE3_SOURCE5      55	 0.0223
ne-p2  493.9    1.5630              SOURCE3      14	 0.1325
ne-pe  327.8    1.7120              SOURCE3      28	 0.1076
ne-px  336.6    1.7020              SOURCE3      11	 0.0883
ne-py  438.4    1.6049      SOURCE4_SOURCE5      94	 0.0111
ne-s   463.5    1.5370              SOURCE3      22	 0.1708
ne-sx  207.3    1.8380              SOURCE3       7	 0.1060
ne-sy  317.1    1.6723      SOURCE3_SOURCE5      49	 0.0285
nf-nf  423.7    1.4222      SOURCE3_SOURCE5      28	 0.0146
nf-o   729.1    1.2307      SOURCE3_SOURCE5      15	 0.0138
nf-p2  493.9    1.5630              SOURCE3      14	
nf-pf  327.8    1.7120              SOURCE3      28	
nf-px  336.6    1.7020              SOURCE3      11	
nf-py  438.4    1.6049      SOURCE4_SOURCE5      84	 0.0113
nf-s   463.5    1.5370              SOURCE3      22	
nf-sx  207.3    1.8380              SOURCE3       7	
nf-sy  317.1    1.6723      SOURCE3_SOURCE5      42	 0.0197
nh-nh  451.6    1.4022      SOURCE1_SOURCE5       8	 0.0109
nh-no  475.2    1.3864      SOURCE4_SOURCE5      22	 0.0046
nh-o   649.4    1.2628      SOURCE3_SOURCE5      18	 0.0143
nh-oh  387.6    1.4162      SOURCE4_SOURCE5      63	 0.0072
nh-os  388.8    1.4153      SOURCE4_SOURCE5      26	 0.0063
nh-p2  357.8    1.6790              SOURCE3      17	 0.0872
nh-p3  312.8    1.7300              SOURCE3       3	 0.0016
nh-p4  333.1    1.7060              SOURCE3       3	 0.0008
nh-p5  365.6    1.6710              SOURCE3       3	 0.0007
nh-s   237.0    1.7840              SOURCE3       3	 0.0076
nh-s4  259.1    1.7490              SOURCE3       3	 0.0203
nh-s6  296.4    1.6975      SOURCE4_SOURCE5      93	 0.0076
nh-sh  288.3    1.7080              SOURCE3       1	
nh-ss  287.5    1.7091      SOURCE1_SOURCE5      58	 0.0020
nh-sy  283.7    1.7141      SOURCE4_SOURCE5     239	 0.0099
n -n1  553.9    1.3400              SOUECE3       1	
n -n2  517.5    1.3604      SOURCE3_SOURCE5     272	 0.0114
n -n3  448.7    1.4042      SOURCE3_SOURCE5      87	 0.0076
n -n4  410.8    1.4320              SOURCE3       5	 0.0098
n -n   448.6    1.4043      SOURCE3_SOURCE5      47	 0.0125
n -na  444.6    1.4071      SOURCE3_SOURCE5      56	 0.0060
n -nc  518.3    1.3599         CORR_SOURCE5     121	 0.0130
n -nd  518.3    1.3599         CORR_SOURCE5     121	 0.0130
n -nh  452.5    1.4016      SOURCE4_SOURCE5      51	 0.0075
n -no  381.2    1.4560              SOURCE3       4	 0.0327
n -o   697.2    1.2430      SOURCE3_SOURCE5      16	 0.0255
n -oh  400.2    1.4062      SOURCE3_SOURCE5     119	 0.0062
no-no  138.3    1.8240              SOURCE3       1	
no-o   741.8    1.2260      SOURCE1_SOURCE5    4403	 0.0099
no-oh  400.5    1.4060              SOURCE2       1	
no-os  381.7    1.4211      SOURCE4_SOURCE5     138	 0.0070
no-p2  306.3    1.7380              SOURCE3      10	 0.2231
no-p3  234.7    1.8440              SOURCE3       3	 0.0005
no-p4  220.4    1.8700              SOURCE3       3	 0.0006
no-p5  240.5    1.8340              SOURCE3       4	 0.0020
no-s   263.8    1.7420              SOURCE3       2	
n -os  396.8    1.4089      SOURCE4_SOURCE5      73	 0.0121
no-s4  143.0    1.9960              SOURCE3       3	 0.0313
no-s6  149.6    1.9760              SOURCE3       3	 0.0520
no-sh  225.4    1.8040              SOURCE3       1	
no-ss  212.4    1.8280              SOURCE3       3	 0.0244
n -p2  310.3    1.7330              SOURCE3       8	 0.0217
n -p3  282.2    1.7700              SOURCE3       9	 0.0118
n -p4  309.5    1.7340              SOURCE3       1	
n -p5  323.5    1.7171      SOURCE4_SOURCE5      25	 0.0133
n -pc  304.8    1.7400              SOURCE3       3	 0.0010
n -pd  304.8    1.7400              SOURCE3       3	
n -s   247.5    1.7670              SOURCE3       3	 0.0011
n -s4  246.8    1.7681      SOURCE3_SOURCE5       9	 0.0163
n -s6  280.4    1.7186      SOURCE4_SOURCE5      45	 0.0154
n -sh  273.6    1.7280              SOURCE3       4	 0.0128
n -ss  275.1    1.7259      SOURCE3_SOURCE5      22	 0.0103
n -sy  282.1    1.7163      SOURCE4_SOURCE5     126	 0.0086
oh-oh  340.5    1.4690              SOURCE3       1	
oh-os  354.9    1.4555      SOURCE4_SOURCE5      49	 0.0046
oh-p2  316.8    1.6300              SOURCE3       8	 0.0916
oh-p3  278.8    1.6770              SOURCE3       3	 0.0148
oh-p4  307.4    1.6410              SOURCE3       4	 0.0092
oh-p5  330.4    1.6149      SOURCE3_SOURCE5    1121	 0.0129
oh-py  329.2    1.6162      SOURCE3_SOURCE5     112	 0.0110
oh-s   190.0    1.8120              SOURCE3       2	
oh-s4  256.0    1.6958      SOURCE4_SOURCE5      29	 0.0100
oh-s6  302.1    1.6346      SOURCE3_SOURCE5     193	 0.0162
oh-sh  258.6    1.6920              SOURCE3       2	 0.0003
oh-ss  261.4    1.6880      SOURCE3_SOURCE5      12	 0.0167
oh-sy  289.8    1.6497      SOURCE4_SOURCE5     123	 0.0037
o -o   384.3    1.4300              SOURCE3       2	 0.0500
o -oh  294.6    1.5170              SOURCE3       2	
o -os  306.3    1.5040              SOURCE3       3	 0.0117
o -p2  449.7    1.5080              SOURCE3      17	 0.0306
o -p3  440.4    1.5150              SOURCE3      35	 0.0297
o -p4  455.2    1.5039      SOURCE3_SOURCE5      60	 0.0565
o -p5  479.5    1.4866      SOURCE1_SOURCE5    1318	 0.0133
o -pe  432.6    1.5210              SOURCE3      20	 0.0171
o -pf  432.6    1.5210              SOURCE3      20	
o -px  455.7    1.5035      SOURCE3_SOURCE5      45	 0.0136
o -py  478.2    1.4875      SOURCE3_SOURCE5     119	 0.0072
o -s   194.8    1.8020              SOURCE3       2	
o -s2  333.6    1.5990              SOURCE3       3	 0.0707
o -s4  439.1    1.5042      SOURCE1_SOURCE5     137	 0.0127
o -s6  512.7    1.4533      SOURCE1_SOURCE5    2456	 0.0105
o -sh  328.0    1.6050              SOURCE3       2	
os-os  344.4    1.4653      SOURCE1_SOURCE5      69	 0.0090
os-p2  371.9    1.5730              SOURCE1      16	
os-p3  280.7    1.6744      SOURCE3_SOURCE5      22	 0.0105
os-p4  311.6    1.6360              SOURCE3       4	 0.0057
os-p5  330.6    1.6147      SOURCE1_SOURCE5    1200	 0.0218
os-py  327.1    1.6185      SOURCE3_SOURCE5      68	 0.0106
os-s   195.8    1.8000              SOURCE3       3	 0.0052
o -ss  435.7    1.5068      SOURCE3_SOURCE5      22	 0.0235
os-s4  258.5    1.6922      SOURCE3_SOURCE5      25	 0.0189
os-s6  312.4    1.6225      SOURCE1_SOURCE5     242	 0.0147
os-sh  273.6    1.6710              SOURCE3       3	 0.0106
os-ss  250.5    1.7040              SOURCE3       9	 0.0277
os-sy  253.9    1.6990              SOURCE3       1	
o -sx  427.9    1.5129      SOURCE3_SOURCE5     136	 0.0072
o -sy  493.0    1.4660      SOURCE3_SOURCE5    2007	 0.0061
p2-p2  490.3    1.7860              SOURCE3      25	 0.3488
p2-p3  211.9    2.1520              SOURCE3       9	 0.1777
p2-p4  200.4    2.1790              SOUECE3       1	
p2-p5  199.9    2.1800              SOUECE3       1	
p2-pe  401.6    1.8670              SOURCE3      16	 0.3571
p2-pf  401.6    1.8670              SOURCE3      16	
p2-s   361.6    1.7720              SOURCE3      26	 0.3014
p2-s4  139.4    2.1900              SOUECE3       1	
p2-s6  142.3    2.1800              SOUECE3       1	
p2-sh  224.0    1.9710              SOURCE3      10	 0.2829
p2-ss  226.6    1.9660              SOURCE3      10	 0.2739
p3-p3  186.5    2.2140              SOURCE1      41	
p3-p4  185.7    2.2160              SOURCE3       3	 0.0011
p3-p5  186.9    2.2130              SOURCE3       9	 0.0265
p3-s   179.7    2.0700              SOUECE3       1	
p3-s4  173.2    2.0870              SOURCE3       8	 0.2235
p3-s6  176.9    2.0770              SOURCE3      11	 0.1420
p3-sh  157.3    2.1320              SOURCE3       3	 0.0078
p3-ss  161.0    2.1210              SOURCE3       3	 0.0059
p4-p4  273.1    2.0340              SOURCE1       1	
p4-p5  178.0    2.2370              SOUECE3       1	
p4-s   152.7    2.1460              SOURCE3       5	 0.0601
p4-s4  123.2    2.2510              SOUECE3       1	
p4-s6  118.9    2.2690              SOUECE3       1	
p4-sh  163.1    2.1150              SOURCE3       4	 0.0008
p4-ss  167.0    2.1040              SOURCE3       4	 0.0044
p5-p5  261.4    2.0540              SOURCE1       1	
p5-s   243.9    1.9341      SOURCE1_SOURCE5     173	 0.0138
p5-s4  191.9    2.0400              SOUECE3       1	
p5-s6  191.9    2.0400              SOUECE3       1	
p5-sh  175.0    2.0820              SOURCE3       3	 0.0035
p5-ss  162.2    2.1176      SOURCE4_SOURCE5      70	 0.0117
pe-pe  240.7    2.0920              SOURCE3       7	 0.1369
pe-pf  260.8    2.0550              SOURCE3       1	
pe-px  291.4    2.0050              SOURCE3      12	 0.2609
pe-py  278.6    2.0250              SOURCE3      12	 0.2617
pe-s   374.7    1.7580              SOURCE3      31	 0.3197
pe-sx  145.9    2.1680              SOURCE3       9	 0.1743
pe-sy  133.0    2.2130              SOURCE3       6	 0.0127
pf-pf  240.7    2.0920              SOURCE3       7	
pf-px  291.4    2.0050              SOURCE3      12	
pf-py  278.6    2.0250              SOURCE3      12	
pf-s   374.7    1.7580              SOURCE3      31	
pf-sx  145.9    2.1680              SOURCE3       9	
pf-sy  133.0    2.2130              SOURCE3       6	
px-py  192.3    2.1990              SOURCE3       5	 0.0238
px-sx  125.4    2.2420              SOURCE3       3	 0.0119
px-sy  123.7    2.2490              SOURCE3       3	 0.0272
py-py  197.5    2.1860              SOURCE3       8	 0.0132
py-sx  121.2    2.2590              SOURCE3       7	 0.0603
py-sy  141.7    2.1820              SOURCE3       5	 0.0047
s4-s4  151.5    2.0800              SOUECE3       1	
s4-s6  151.5    2.0800              SOUECE3       1	
s4-sh  125.7    2.1680              SOURCE3       3	 0.0227
s4-ss  126.2    2.1660              SOURCE3       5	 0.0247
s6-s6  151.5    2.0800              SOUECE3       1	
s6-sh  142.6    2.1080              SOURCE3       3	 0.0144
s6-ss  139.6    2.1180              SOURCE3       5	 0.0209
sh-sh  158.9    2.0580              SOURCE2       1	
sh-ss  155.8    2.0670              SOURCE3       3	 0.0029
s -s   169.0    2.0300              SOURCE3       1	
s -s2  229.2    1.8970              SOURCE1       5	
s -s4  152.8    2.0760              SOURCE3       4	 0.0345
s -s6  166.0    2.0380              SOURCE3       3	 0.0311
s -sh  142.0    2.1100              SOURCE3       2	
s -ss  148.5    2.0890              SOURCE3       1	
ss-ss  153.8    2.0728      SOURCE1_SOURCE5     457	 0.0074
sx-sx   80.9    2.3910              SOURCE3       3	 0.0185
sx-sy  105.3    2.2550              SOURCE3       5	 0.0737
sy-sy  106.4    2.2500              SOURCE3       3	 0.0289
br-cd  277.4    1.8850      SOURCE4_SOURCE5      89	 0.0082
c1-cf  607.4    1.3153              SOURCE4       6	
cd-f   367.8    1.3407      SOURCE4_SOURCE5      46	 0.0041
cd-n4  299.0    1.4930              SOURCE4       7	
cd-nf  428.0    1.3786      SOURCE4_SOURCE5      52	 0.0115
cd-no  364.2    1.4289      SOURCE4_SOURCE5     253	 0.0081
cd-sh  257.1    1.7693      SOURCE4_SOURCE5      14	 0.0031
cd-sx  231.7    1.8107      SOURCE4_SOURCE5      28	 0.0024
cc-cy  342.6    1.4940               5/2017       1	
cf-cl  294.9    1.7641      SOURCE4_SOURCE5      66	 0.0129
cf-cx  336.4    1.5000               5/2017       2	 0.0008
cf-cy  320.7    1.5159      SOURCE4_SOURCE5      36	 0.0052
cf-na  373.6    1.4209      SOURCE4_SOURCE5       6	 0.0049
cf-ss  249.3    1.7814      SOURCE4_SOURCE5      46	 0.0106
cq-na  420.5    1.3840              SOURCE4       7	
cq-nb  488.5    1.3387      SOURCE4_SOURCE5     120	 0.0071
cl-py  229.7    2.0450              SOURCE5      45	 0.0072
f -py  255.2    1.5770              SOURCE5      25	 0.0035
py-s   223.0    1.9730              SOURCE5      17	 0.0159
cy-nh  345.3    1.4460               5/2017       4	 0.0041
cy-hx  338.7    1.0910               5/2017      13	 0.0007
br-ce  264.5    1.9050              SOURCE5      12	 0.0099
cc-i   239.3    2.1200              SOURCE5      11	 0.0086
cy-n4  279.1    1.5160               5/2017       3	 0.0058
cy-p3  206.4    1.9080               5/2017      10	 0.0056
cy-na  345.3    1.4460               5/2017       8	 0.0049
cx-n4  288.4    1.5050               5/2017       1	
ne-s4  327.8    1.6600              SOURCE5       6	 0.0027
cv-ss  288.9    1.7240               5/2017       1	
cy-no  276.6    1.5190               5/2017       7	 0.0035
ce-cv  522.9    1.3600               5/2017       6	 0.0111
cd-i   241.8    2.1150              SOURCE5       7	 0.0138
cy-s4  180.9    1.9130               5/2017       5	 0.0068
n2-sy  454.1    1.5440              SOURCE5       7	 0.0042
cc-s6  229.8    1.8140              SOURCE5       6	 0.0108
i -s2   81.1    2.8830              SOURCE5       5	 0.0165
br-cy  237.6    1.9510               5/2017       5	 0.0056
br-cf  264.5    1.9050              SOURCE5      12	 0.0099
nf-s4  327.8    1.6600              SOURCE5       6	 0.0027
cf-cv  522.6    1.3600              SOURCE5       6	 0.0111
cd-s6  229.8    1.8140              SOURCE5       6	 0.0108
cx-op  303.2    1.4370               5/2017     666	 0.0065
c -nj  398.1    1.4010               5/2017     302	 0.0080
cy-nj  315.8    1.4750               5/2017     288	 0.0073
ce-nj  368.8    1.4250               5/2017     186	 0.0050
cx-np  320.6    1.4700               5/2017     185	 0.0035
cx-nm  335.8    1.4550               5/2017     111	 0.0081
c3-nj  338.9    1.4520               5/2017      67	 0.0054
np-p5  336.6    1.7020               5/2017      41	 0.0041
cy-nq  309.1    1.4820               5/2017      52	 0.0039
cy-oq  282.3    1.4600               5/2017      33	 0.0108
cc-nm  380.7    1.4150               5/2017      22	 0.0063
c3-np  328.6    1.4620               5/2017      27	 0.0036
c3-nq  335.8    1.4550               5/2017      15	 0.0039
ca-nm  423.3    1.3820               5/2017      19	 0.0036
cy-sq  210.8    1.8490               5/2017      19	 0.0085
c -oq  372.2    1.3730               5/2017      15	 0.0032
p5-sq  145.3    2.1700               5/2017      12	 0.0011
cf-nj  377.1    1.4180               5/2017       7	 0.0034
cy-nn  312.9    1.4780               5/2017      10	 0.0016
nj-s6  275.8    1.7250               5/2017      13	 0.0159
cd-nm  437.4    1.3720               5/2017       9	 0.0067
hn-np  389.0    1.0210               5/2017       9	 0.0009
hn-nq  394.1    1.0180               5/2017       9	 0.0008
cx-nk  296.3    1.4960               5/2017       9	 0.0009
c3-nk  287.6    1.5060               5/2017       6	 0.0073
cy-nl  272.6    1.5240               5/2017       7	 0.0075
ca-nn  433.1    1.3750               5/2017       7	 0.0030
cx-ni  304.5    1.4870               5/2017       8	 0.0076
cv-sq  262.6    1.7610               5/2017       8	 0.0086
np-py  338.4    1.7000               5/2017       5	 0.0044
cx-nj  343.1    1.4480               5/2017       6	 0.0040
nq-p5  309.5    1.7340               5/2017       4	 0.0747
hn-nj  403.0    1.0130               5/2017       5	 0.0006
c2-nm  395.5    1.4030               5/2017       4	 0.0014
ca-nj  391.8    1.4060               5/2017       2	 0.0004
c -ni  359.6    1.4330               5/2017       3	 0.0055
cy-n2  370.0    1.4240               5/2017       3	 0.0008
op-p5  327.6    1.6180               5/2017       3	 0.0012
cx-sp  224.2    1.8240               5/2017       3	 0.0172
hn-nl  345.9    1.0480               5/2017       3	 0.0410
nn-p5  371.6    1.6650               5/2017       2	
nj-p5  287.3    1.7630               5/2017       2	 0.0519
cc-sq  252.1    1.7770               5/2017       3	 0.0006
c2-cv  572.2    1.3330               5/2017       2	 0.0002
c1-cy  375.3    1.4640               5/2017       3	 0.0061
cy-i   206.3    2.1910               5/2017       3	 0.0116
oq-p5  266.4    1.6940               5/2017       4	 0.0003
cy-py  192.8    1.9370               5/2017       4	
nj-os  410.9    1.3980               5/2017       2	 0.0028
op-op  233.8    1.5970               5/2017       2	 0.0081
cy-p5  214.9    1.8910               5/2017       2	
cy-sx  204.3    1.8620               5/2017       1	
cx-i   208.0    2.1870               5/2017       2	 0.0025
cx-no  293.7    1.4990               5/2017       1	
ce-cu  625.3    1.3070               5/2017       2	 0.0055
np-sy  269.4    1.7340               5/2017       2	 0.0135
cl-nj  334.4    1.7250               5/2017       2	
np-s6  230.6    1.7950               5/2017       2	 0.0042
np-op  317.0    1.4810               5/2017       2	 0.0016
cl-np  280.3    1.7940               5/2017       2	 0.0014
cx-p5  244.8    1.8370               5/2017       2	 0.0063
cl-cv  315.4    1.7380               5/2017       2	 0.0089
cv-nh  441.7    1.3690               5/2017       2	 0.0397
nq-s4  269.4    1.7340               5/2017       2	
c3-nl  285.9    1.5080               5/2017       2	 0.0085
np-p3  291.7    1.7570               5/2017       1	
cu-f   402.7    1.3140               5/2017       2	
c -sq  223.6    1.8250               5/2017       1	
cu-os  423.8    1.3340               5/2017       1	
cy-sh  217.1    1.8370               5/2017       1	
cv-oq  294.8    1.4460               5/2017       1	
cu-cv  618.9    1.3100               5/2017       1	
c1-nj  476.7    1.3460               5/2017       1	
cu-ne  619.2    1.2700               5/2017       1	
cu-op  442.9    1.3210               5/2017       1	
s6-sp  152.1    2.0780               5/2017       1	
sp-sp  137.8    2.1240               5/2017       1	
cv-ne  653.2    1.2550               5/2017       1	
